index,host,source,sourcetype,"_raw","_time"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1260"" indexrelid=""2676"" schemaname=""pg_catalog"" relname=""pg_authid"" indexrelname=""pg_authid_rolname_index"" idx_scan=""4606"" idx_tup_read=""4605"" idx_tup_fetch=""4605""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1260"" indexrelid=""2677"" schemaname=""pg_catalog"" relname=""pg_authid"" indexrelname=""pg_authid_oid_index"" idx_scan=""6477"" idx_tup_read=""6476"" idx_tup_fetch=""6476""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1261"" indexrelid=""2694"" schemaname=""pg_catalog"" relname=""pg_auth_members"" indexrelname=""pg_auth_members_role_member_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1261"" indexrelid=""2695"" schemaname=""pg_catalog"" relname=""pg_auth_members"" indexrelname=""pg_auth_members_member_role_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2605"" indexrelid=""2660"" schemaname=""pg_catalog"" relname=""pg_cast"" indexrelname=""pg_cast_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2605"" indexrelid=""2661"" schemaname=""pg_catalog"" relname=""pg_cast"" indexrelname=""pg_cast_source_target_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1259"" indexrelid=""2662"" schemaname=""pg_catalog"" relname=""pg_class"" indexrelname=""pg_class_oid_index"" idx_scan=""4401"" idx_tup_read=""4401"" idx_tup_fetch=""4401""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1259"" indexrelid=""2663"" schemaname=""pg_catalog"" relname=""pg_class"" indexrelname=""pg_class_relname_nsp_index"" idx_scan=""546"" idx_tup_read=""546"" idx_tup_fetch=""546""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2606"" indexrelid=""2664"" schemaname=""pg_catalog"" relname=""pg_constraint"" indexrelname=""pg_constraint_conname_nsp_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2606"" indexrelid=""2665"" schemaname=""pg_catalog"" relname=""pg_constraint"" indexrelname=""pg_constraint_conrelid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2606"" indexrelid=""2666"" schemaname=""pg_catalog"" relname=""pg_constraint"" indexrelname=""pg_constraint_contypid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2606"" indexrelid=""2667"" schemaname=""pg_catalog"" relname=""pg_constraint"" indexrelname=""pg_constraint_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2607"" indexrelid=""2668"" schemaname=""pg_catalog"" relname=""pg_conversion"" indexrelname=""pg_conversion_default_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2607"" indexrelid=""2669"" schemaname=""pg_catalog"" relname=""pg_conversion"" indexrelname=""pg_conversion_name_nsp_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2607"" indexrelid=""2670"" schemaname=""pg_catalog"" relname=""pg_conversion"" indexrelname=""pg_conversion_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1262"" indexrelid=""2671"" schemaname=""pg_catalog"" relname=""pg_database"" indexrelname=""pg_database_datname_index"" idx_scan=""3"" idx_tup_read=""2"" idx_tup_fetch=""2""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1262"" indexrelid=""2672"" schemaname=""pg_catalog"" relname=""pg_database"" indexrelname=""pg_database_oid_index"" idx_scan=""5436"" idx_tup_read=""5435"" idx_tup_fetch=""5435""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2608"" indexrelid=""2673"" schemaname=""pg_catalog"" relname=""pg_depend"" indexrelname=""pg_depend_depender_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2608"" indexrelid=""2674"" schemaname=""pg_catalog"" relname=""pg_depend"" indexrelname=""pg_depend_reference_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2609"" indexrelid=""2675"" schemaname=""pg_catalog"" relname=""pg_description"" indexrelname=""pg_description_o_c_o_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2396"" indexrelid=""2397"" schemaname=""pg_catalog"" relname=""pg_shdescription"" indexrelname=""pg_shdescription_o_c_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""3501"" indexrelid=""3502"" schemaname=""pg_catalog"" relname=""pg_enum"" indexrelname=""pg_enum_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""3501"" indexrelid=""3503"" schemaname=""pg_catalog"" relname=""pg_enum"" indexrelname=""pg_enum_typid_label_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2610"" indexrelid=""2678"" schemaname=""pg_catalog"" relname=""pg_index"" indexrelname=""pg_index_indrelid_index"" idx_scan=""1532"" idx_tup_read=""3064"" idx_tup_fetch=""3064""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2610"" indexrelid=""2679"" schemaname=""pg_catalog"" relname=""pg_index"" indexrelname=""pg_index_indexrelid_index"" idx_scan=""1206"" idx_tup_read=""1206"" idx_tup_fetch=""1206""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2611"" indexrelid=""2680"" schemaname=""pg_catalog"" relname=""pg_inherits"" indexrelname=""pg_inherits_relid_seqno_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2612"" indexrelid=""2681"" schemaname=""pg_catalog"" relname=""pg_language"" indexrelname=""pg_language_name_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2612"" indexrelid=""2682"" schemaname=""pg_catalog"" relname=""pg_language"" indexrelname=""pg_language_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2613"" indexrelid=""2683"" schemaname=""pg_catalog"" relname=""pg_largeobject"" indexrelname=""pg_largeobject_loid_pn_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2615"" indexrelid=""2684"" schemaname=""pg_catalog"" relname=""pg_namespace"" indexrelname=""pg_namespace_nspname_index"" idx_scan=""1092"" idx_tup_read=""546"" idx_tup_fetch=""546""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2615"" indexrelid=""2685"" schemaname=""pg_catalog"" relname=""pg_namespace"" indexrelname=""pg_namespace_oid_index"" idx_scan=""546"" idx_tup_read=""546"" idx_tup_fetch=""546""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2616"" indexrelid=""2686"" schemaname=""pg_catalog"" relname=""pg_opclass"" indexrelname=""pg_opclass_am_name_nsp_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2616"" indexrelid=""2687"" schemaname=""pg_catalog"" relname=""pg_opclass"" indexrelname=""pg_opclass_oid_index"" idx_scan=""994"" idx_tup_read=""994"" idx_tup_fetch=""994""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2617"" indexrelid=""2688"" schemaname=""pg_catalog"" relname=""pg_operator"" indexrelname=""pg_operator_oid_index"" idx_scan=""2085"" idx_tup_read=""2085"" idx_tup_fetch=""2085""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2617"" indexrelid=""2689"" schemaname=""pg_catalog"" relname=""pg_operator"" indexrelname=""pg_operator_oprname_l_r_n_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2753"" indexrelid=""2754"" schemaname=""pg_catalog"" relname=""pg_opfamily"" indexrelname=""pg_opfamily_am_name_nsp_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2753"" indexrelid=""2755"" schemaname=""pg_catalog"" relname=""pg_opfamily"" indexrelname=""pg_opfamily_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1136"" indexrelid=""1137"" schemaname=""pg_catalog"" relname=""pg_pltemplate"" indexrelname=""pg_pltemplate_name_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1255"" indexrelid=""2690"" schemaname=""pg_catalog"" relname=""pg_proc"" indexrelname=""pg_proc_oid_index"" idx_scan=""4895"" idx_tup_read=""4895"" idx_tup_fetch=""4895""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1255"" indexrelid=""2691"" schemaname=""pg_catalog"" relname=""pg_proc"" indexrelname=""pg_proc_proname_args_nsp_index"" idx_scan=""546"" idx_tup_read=""546"" idx_tup_fetch=""546""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2618"" indexrelid=""2692"" schemaname=""pg_catalog"" relname=""pg_rewrite"" indexrelname=""pg_rewrite_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2618"" indexrelid=""2693"" schemaname=""pg_catalog"" relname=""pg_rewrite"" indexrelname=""pg_rewrite_rel_rulename_index"" idx_scan=""546"" idx_tup_read=""546"" idx_tup_fetch=""546""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1214"" indexrelid=""1232"" schemaname=""pg_catalog"" relname=""pg_shdepend"" indexrelname=""pg_shdepend_depender_index"" idx_scan=""19"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1214"" indexrelid=""1233"" schemaname=""pg_catalog"" relname=""pg_shdepend"" indexrelname=""pg_shdepend_reference_index"" idx_scan=""10"" idx_tup_read=""9"" idx_tup_fetch=""9""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2619"" indexrelid=""2696"" schemaname=""pg_catalog"" relname=""pg_statistic"" indexrelname=""pg_statistic_relid_att_index"" idx_scan=""4384"" idx_tup_read=""3292"" idx_tup_fetch=""3292""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1213"" indexrelid=""2697"" schemaname=""pg_catalog"" relname=""pg_tablespace"" indexrelname=""pg_tablespace_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""1213"" indexrelid=""2698"" schemaname=""pg_catalog"" relname=""pg_tablespace"" indexrelname=""pg_tablespace_spcname_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2620"" indexrelid=""2699"" schemaname=""pg_catalog"" relname=""pg_trigger"" indexrelname=""pg_trigger_tgconstrname_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2620"" indexrelid=""2701"" schemaname=""pg_catalog"" relname=""pg_trigger"" indexrelname=""pg_trigger_tgrelid_tgname_index"" idx_scan=""1983"" idx_tup_read=""1983"" idx_tup_fetch=""1983""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""2620"" indexrelid=""2702"" schemaname=""pg_catalog"" relname=""pg_trigger"" indexrelname=""pg_trigger_oid_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
pgsql,db.example.com,"pg_stat_all_indexes","pg_stat","src_time=""2014-02-25 11:16:34.669437+01:00"" datname=""template1"" relid=""3602"" indexrelid=""3608"" schemaname=""pg_catalog"" relname=""pg_ts_config"" indexrelname=""pg_ts_config_cfgname_index"" idx_scan=""0"" idx_tup_read=""0"" idx_tup_fetch=""0""","2014-02-25T11:16:34.669+0100"
