Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM,GHG,GHG Conversion Factor,Comments
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,miles,CO2,0.399535741,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,km,All Gases (CO2e),0.21653,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,km,CH4,0.0001,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,km,CO2,0.21518,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,km,N2O,0.00125,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,miles,All Gases (CO2e),0.348471256,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,miles,CH4,0.000160934,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,miles,CO2,0.346298642,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,miles,N2O,0.00201168,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,km,All Gases (CO2e),0.24146,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,km,CH4,0.00009,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,km,CO2,0.2397,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,km,N2O,0.00167,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,miles,All Gases (CO2e),0.388592202,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,miles,CH4,0.000144841,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,miles,CO2,0.385759757,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,miles,N2O,0.002687604,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,km,All Gases (CO2e),0.34184,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,km,CH4,0.00013,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,km,CO2,0.34132,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,miles,All Gases (CO2e),0.550138153,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,miles,CH4,0.000209215,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,miles,CO2,0.549301294,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,km,All Gases (CO2e),0.30232,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,km,CH4,0.0001,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,km,CO2,0.30097,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,km,N2O,0.00125,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,miles,All Gases (CO2e),0.486536878,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,miles,CH4,0.000160934,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,miles,CO2,0.484364264,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,miles,N2O,0.00201168,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,km,All Gases (CO2e),0.17433,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,km,CH4,0.00009,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,km,CO2,0.17257,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,km,N2O,0.00167,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,miles,All Gases (CO2e),0.28055694,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,miles,CH4,0.000144841,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,miles,CO2,0.277724494,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,miles,N2O,0.002687604,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,km,All Gases (CO2e),0.25031,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,km,CH4,0.00013,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,km,CO2,0.24979,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,miles,All Gases (CO2e),0.402834897,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,miles,CH4,0.000209215,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,miles,CO2,0.401998038,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,km,All Gases (CO2e),0.24348,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,km,CH4,0.0001,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,km,CO2,0.24213,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,km,N2O,0.00125,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,miles,All Gases (CO2e),0.391843077,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,miles,CH4,0.000160934,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,miles,CO2,0.389670463,
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,miles,N2O,0.00201168,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,km,All Gases (CO2e),0.24216,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,km,CH4,0.00009,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,km,CO2,0.2404,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,km,N2O,0.00167,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,All Gases (CO2e),0.389718743,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,CH4,0.000144841,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,CO2,0.386886298,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,N2O,0.002687604,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,km,All Gases (CO2e),0.26478,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,km,CH4,0.00013,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,km,CO2,0.26426,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,All Gases (CO2e),0.426122104,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,CH4,0.000209215,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,CO2,0.425285245,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,km,All Gases (CO2e),0.24787,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,km,CH4,0.0001,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,km,CO2,0.24652,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,km,N2O,0.00125,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,All Gases (CO2e),0.398908097,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,CH4,0.000160934,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,CO2,0.396735483,
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,N2O,0.00201168,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,km,All Gases (CO2e),0.19479,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,km,CH4,0.00009,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,km,CO2,0.19303,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,km,N2O,0.00167,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,miles,All Gases (CO2e),0.313484118,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,miles,CH4,0.000144841,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,miles,CO2,0.310651672,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,miles,N2O,0.002687604,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,km,All Gases (CO2e),0.21037,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,km,CH4,0.00013,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,km,CO2,0.20985,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,miles,All Gases (CO2e),0.338557697,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,miles,CH4,0.000209215,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,miles,CO2,0.337720838,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,km,All Gases (CO2e),0.20116,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,km,CH4,0.0001,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,km,CO2,0.19994,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,km,N2O,0.00112,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,miles,All Gases (CO2e),0.323735639,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,miles,CH4,0.000160934,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,miles,CO2,0.321772239,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,miles,N2O,0.001802465,
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,km,All Gases (CO2e),0.14367,
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,km,CH4,0.00008,
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,km,CO2,0.14192,
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,km,N2O,0.00167,
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,miles,All Gases (CO2e),0.231214452,
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,miles,CH4,0.000128748,
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,miles,CO2,0.2283981,
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,miles,N2O,0.002687604,
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,km,All Gases (CO2e),0.15859,
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,km,CH4,0.00013,
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,km,CO2,0.15807,
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,miles,All Gases (CO2e),0.255225865,
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,miles,CH4,0.000209215,
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,miles,CO2,0.254389006,
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,km,All Gases (CO2e),0.10801,
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,km,CH4,8.84E-05,
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,km,CO2,0.10753,
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,miles,All Gases (CO2e),0.173825245,
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,miles,CH4,0.000142322,
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,miles,CO2,0.17305276,
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,km,All Gases (CO2e),N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,km,CH4,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,km,CO2,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,km,N2O,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,miles,All Gases (CO2e),N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,miles,CH4,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,miles,CO2,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,miles,N2O,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,km,All Gases (CO2e),N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,km,CH4,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,km,CO2,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,km,N2O,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,miles,All Gases (CO2e),N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,miles,CH4,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,miles,CO2,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,miles,N2O,N/A,
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,km,All Gases (CO2e),0.15374,
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,km,CH4,0.00011,
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,km,CO2,0.15285,
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,km,N2O,0.00078,
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,miles,All Gases (CO2e),0.247420547,
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,miles,CH4,0.000177028,
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,miles,CO2,0.24598823,
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,miles,N2O,0.001255288,
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,km,All Gases (CO2e),0.17561,
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,km,CH4,0.00008,
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,km,CO2,0.17386,
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,km,N2O,0.00167,
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,miles,All Gases (CO2e),0.2826169,
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,miles,CH4,0.000128748,
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,miles,CO2,0.279800548,
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,miles,N2O,0.002687604,
Scope 3,Business travel- land,Cars (by size),Medium car,,Petrol,km,All Gases (CO2e),0.19931,
Scope 3,Business travel- land,Cars (by size),Medium car,,Petrol,km,CH4,0.00013,
Scope 3,Business travel- land,Cars (by size),Medium car,,Petrol,km,CO2,0.19879,
Scope 3,Business travel- land,Cars (by size),Medium car,,Petrol,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by size),Medium car,,Petrol,miles,All Gases (CO2e),0.320758353,
Scope 3,Business travel- land,Cars (by size),Medium car,,Petrol,miles,CH4,0.000209215,
Scope 3,Business travel- land,Cars (by size),Medium car,,Petrol,miles,CO2,0.319921494,
Scope 3,Business travel- land,Cars (by size),Medium car,,Petrol,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by size),Medium car,,Hybrid,km,All Gases (CO2e),0.1177,
Scope 3,Business travel- land,Cars (by size),Medium car,,Hybrid,km,CH4,7.67E-05,
Scope 3,Business travel- land,Cars (by size),Medium car,,Hybrid,km,CO2,0.11723,
Scope 3,Business travel- land,Cars (by size),Medium car,,Hybrid,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by size),Medium car,,Hybrid,miles,All Gases (CO2e),0.189419789,
Scope 3,Business travel- land,Cars (by size),Medium car,,Hybrid,miles,CH4,0.000123378,
Scope 3,Business travel- land,Cars (by size),Medium car,,Hybrid,miles,CO2,0.188663397,
Scope 3,Business travel- land,Cars (by size),Medium car,,Hybrid,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by size),Medium car,,CNG,km,All Gases (CO2e),0.16295,
Scope 3,Business travel- land,Cars (by size),Medium car,,CNG,km,CH4,0.00065,
Scope 3,Business travel- land,Cars (by size),Medium car,,CNG,km,CO2,0.16133,
Scope 3,Business travel- land,Cars (by size),Medium car,,CNG,km,N2O,0.00097,
Scope 3,Business travel- land,Cars (by size),Medium car,,CNG,miles,All Gases (CO2e),0.262242605,
Scope 3,Business travel- land,Cars (by size),Medium car,,CNG,miles,CH4,0.001046074,
Scope 3,Business travel- land,Cars (by size),Medium car,,CNG,miles,CO2,0.259635468,
Scope 3,Business travel- land,Cars (by size),Medium car,,CNG,miles,N2O,0.001561064,
Scope 3,Business travel- land,Cars (by size),Medium car,,LPG,km,All Gases (CO2e),0.18263,
Scope 3,Business travel- land,Cars (by size),Medium car,,LPG,km,CH4,0.00024,
Scope 3,Business travel- land,Cars (by size),Medium car,,LPG,km,CO2,0.18142,
Scope 3,Business travel- land,Cars (by size),Medium car,,LPG,km,N2O,0.00097,
Scope 3,Business travel- land,Cars (by size),Medium car,,LPG,miles,All Gases (CO2e),0.293914495,
Scope 3,Business travel- land,Cars (by size),Medium car,,LPG,miles,CH4,0.000386243,
Scope 3,Business travel- land,Cars (by size),Medium car,,LPG,miles,CO2,0.291967188,
Scope 3,Business travel- land,Cars (by size),Medium car,,LPG,miles,N2O,0.001561064,
Scope 3,Business travel- land,Cars (by size),Medium car,,Unknown,km,All Gases (CO2e),0.18797,
Scope 3,Business travel- land,Cars (by size),Medium car,,Unknown,km,CH4,0.0001,
Scope 3,Business travel- land,Cars (by size),Medium car,,Unknown,km,CO2,0.18688,
Scope 3,Business travel- land,Cars (by size),Medium car,,Unknown,km,N2O,0.00099,
Scope 3,Business travel- land,Cars (by size),Medium car,,Unknown,miles,All Gases (CO2e),0.302508392,
Scope 3,Business travel- land,Cars (by size),Medium car,,Unknown,miles,CH4,0.000160934,
Scope 3,Business travel- land,Cars (by size),Medium car,,Unknown,miles,CO2,0.300754207,
Scope 3,Business travel- land,Cars (by size),Medium car,,Unknown,miles,N2O,0.001593251,
Scope 3,Business travel- land,Cars (by size),Large car,,Diesel,km,All Gases (CO2e),0.2252,
Scope 3,Business travel- land,Cars (by size),Large car,,Diesel,km,CH4,0.00008,
Scope 3,Business travel- land,Cars (by size),Large car,,Diesel,km,CO2,0.22345,
Scope 3,Business travel- land,Cars (by size),Large car,,Diesel,km,N2O,0.00167,
Scope 3,Business travel- land,Cars (by size),Large car,,Diesel,miles,All Gases (CO2e),0.362424269,
Scope 3,Business travel- land,Cars (by size),Large car,,Diesel,miles,CH4,0.000128748,
Scope 3,Business travel- land,Cars (by size),Large car,,Diesel,miles,CO2,0.359607917,
Scope 3,Business travel- land,Cars (by size),Large car,,Diesel,miles,N2O,0.002687604,
Scope 3,Business travel- land,Cars (by size),Large car,,Petrol,km,All Gases (CO2e),0.29074,
Scope 3,Business travel- land,Cars (by size),Large car,,Petrol,km,CH4,0.00013,
Scope 3,Business travel- land,Cars (by size),Large car,,Petrol,km,CO2,0.29022,
Scope 3,Business travel- land,Cars (by size),Large car,,Petrol,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by size),Large car,,Petrol,miles,All Gases (CO2e),0.467900675,
Scope 3,Business travel- land,Cars (by size),Large car,,Petrol,miles,CH4,0.000209215,
Scope 3,Business travel- land,Cars (by size),Large car,,Petrol,miles,CO2,0.467063816,
Scope 3,Business travel- land,Cars (by size),Large car,,Petrol,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by size),Large car,,Hybrid,km,All Gases (CO2e),0.17412,
Scope 3,Business travel- land,Cars (by size),Large car,,Hybrid,km,CH4,7.78E-05,
Scope 3,Business travel- land,Cars (by size),Large car,,Hybrid,km,CO2,0.17365,
Scope 3,Business travel- land,Cars (by size),Large car,,Hybrid,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by size),Large car,,Hybrid,miles,All Gases (CO2e),0.280218977,
Scope 3,Business travel- land,Cars (by size),Large car,,Hybrid,miles,CH4,0.000125181,
Scope 3,Business travel- land,Cars (by size),Large car,,Hybrid,miles,CO2,0.279462586,
Scope 3,Business travel- land,Cars (by size),Large car,,Hybrid,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by size),Large car,,CNG,km,All Gases (CO2e),0.23715,
Scope 3,Business travel- land,Cars (by size),Large car,,CNG,km,CH4,0.00065,
Scope 3,Business travel- land,Cars (by size),Large car,,CNG,km,CO2,0.23553,
Scope 3,Business travel- land,Cars (by size),Large car,,CNG,km,N2O,0.00097,
Scope 3,Business travel- land,Cars (by size),Large car,,CNG,miles,All Gases (CO2e),0.38165593,
Scope 3,Business travel- land,Cars (by size),Large car,,CNG,miles,CH4,0.001046074,
Scope 3,Business travel- land,Cars (by size),Large car,,CNG,miles,CO2,0.379048792,
Scope 3,Business travel- land,Cars (by size),Large car,,CNG,miles,N2O,0.001561064,
Scope 3,Business travel- land,Cars (by size),Large car,,LPG,km,All Gases (CO2e),0.26608,
Scope 3,Business travel- land,Cars (by size),Large car,,LPG,km,CH4,0.00024,
Scope 3,Business travel- land,Cars (by size),Large car,,LPG,km,CO2,0.26487,
Scope 3,Business travel- land,Cars (by size),Large car,,LPG,km,N2O,0.00097,
Scope 3,Business travel- land,Cars (by size),Large car,,LPG,miles,All Gases (CO2e),0.428214252,
Scope 3,Business travel- land,Cars (by size),Large car,,LPG,miles,CH4,0.000386243,
Scope 3,Business travel- land,Cars (by size),Large car,,LPG,miles,CO2,0.426266945,
Scope 3,Business travel- land,Cars (by size),Large car,,LPG,miles,N2O,0.001561064,
Scope 3,Business travel- land,Cars (by size),Large car,,Unknown,km,All Gases (CO2e),0.24312,
Scope 3,Business travel- land,Cars (by size),Large car,,Unknown,km,CH4,0.00009,
Scope 3,Business travel- land,Cars (by size),Large car,,Unknown,km,CO2,0.24178,
Scope 3,Business travel- land,Cars (by size),Large car,,Unknown,km,N2O,0.00125,
Scope 3,Business travel- land,Cars (by size),Large car,,Unknown,miles,All Gases (CO2e),0.391263713,
Scope 3,Business travel- land,Cars (by size),Large car,,Unknown,miles,CH4,0.000144841,
Scope 3,Business travel- land,Cars (by size),Large car,,Unknown,miles,CO2,0.389107192,
Scope 3,Business travel- land,Cars (by size),Large car,,Unknown,miles,N2O,0.00201168,
Scope 3,Business travel- land,Cars (by size),Average car,,Diesel,km,All Gases (CO2e),0.18232,
Scope 3,Business travel- land,Cars (by size),Average car,,Diesel,km,CH4,0.00008,
Scope 3,Business travel- land,Cars (by size),Average car,,Diesel,km,CO2,0.18057,
Scope 3,Business travel- land,Cars (by size),Average car,,Diesel,km,N2O,0.00167,
Scope 3,Business travel- land,Cars (by size),Average car,,Diesel,miles,All Gases (CO2e),0.293415598,
Scope 3,Business travel- land,Cars (by size),Average car,,Diesel,miles,CH4,0.000128748,
Scope 3,Business travel- land,Cars (by size),Average car,,Diesel,miles,CO2,0.290599246,
Scope 3,Business travel- land,Cars (by size),Average car,,Diesel,miles,N2O,0.002687604,
Scope 3,Business travel- land,Cars (by size),Average car,,Petrol,km,All Gases (CO2e),0.19126,
Scope 3,Business travel- land,Cars (by size),Average car,,Petrol,km,CH4,0.00013,
Scope 3,Business travel- land,Cars (by size),Average car,,Petrol,km,CO2,0.19074,
Scope 3,Business travel- land,Cars (by size),Average car,,Petrol,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by size),Average car,,Petrol,miles,All Gases (CO2e),0.307803133,
Scope 3,Business travel- land,Cars (by size),Average car,,Petrol,miles,CH4,0.000209215,
Scope 3,Business travel- land,Cars (by size),Average car,,Petrol,miles,CO2,0.306966275,
Scope 3,Business travel- land,Cars (by size),Average car,,Petrol,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by size),Average car,,Hybrid,km,All Gases (CO2e),0.12875,
Scope 3,Business travel- land,Cars (by size),Average car,,Hybrid,km,CH4,8.74E-05,
Scope 3,Business travel- land,Cars (by size),Average car,,Hybrid,km,CO2,0.12827,
Scope 3,Business travel- land,Cars (by size),Average car,,Hybrid,km,N2O,0.00039,
Scope 3,Business travel- land,Cars (by size),Average car,,Hybrid,miles,All Gases (CO2e),0.20720304,
Scope 3,Business travel- land,Cars (by size),Average car,,Hybrid,miles,CH4,0.000140694,
Scope 3,Business travel- land,Cars (by size),Average car,,Hybrid,miles,CO2,0.206430555,
Scope 3,Business travel- land,Cars (by size),Average car,,Hybrid,miles,N2O,0.000627644,
Scope 3,Business travel- land,Cars (by size),Average car,,CNG,km,All Gases (CO2e),0.18538,
Scope 3,Business travel- land,Cars (by size),Average car,,CNG,km,CH4,0.00065,
Scope 3,Business travel- land,Cars (by size),Average car,,CNG,km,CO2,0.18376,
Scope 3,Business travel- land,Cars (by size),Average car,,CNG,km,N2O,0.00097,
Scope 3,Business travel- land,Cars (by size),Average car,,CNG,miles,All Gases (CO2e),0.298340191,
Scope 3,Business travel- land,Cars (by size),Average car,,CNG,miles,CH4,0.001046074,
Scope 3,Business travel- land,Cars (by size),Average car,,CNG,miles,CO2,0.295733053,
Scope 3,Business travel- land,Cars (by size),Average car,,CNG,miles,N2O,0.001561064,
Scope 3,Business travel- land,Cars (by size),Average car,,LPG,km,All Gases (CO2e),0.20785,
Scope 3,Business travel- land,Cars (by size),Average car,,LPG,km,CH4,0.00024,
Scope 3,Business travel- land,Cars (by size),Average car,,LPG,km,CO2,0.20664,
Scope 3,Business travel- land,Cars (by size),Average car,,LPG,km,N2O,0.00097,
Scope 3,Business travel- land,Cars (by size),Average car,,LPG,miles,All Gases (CO2e),0.33450215,
Scope 3,Business travel- land,Cars (by size),Average car,,LPG,miles,CH4,0.000386243,
Scope 3,Business travel- land,Cars (by size),Average car,,LPG,miles,CO2,0.332554844,
Scope 3,Business travel- land,Cars (by size),Average car,,LPG,miles,N2O,0.001561064,
Scope 3,Business travel- land,Cars (by size),Average car,,Unknown,km,All Gases (CO2e),0.18635,
Scope 3,Business travel- land,Cars (by size),Average car,,Unknown,km,CH4,0.0001,
Scope 3,Business travel- land,Cars (by size),Average car,,Unknown,km,CO2,0.18529,
Scope 3,Business travel- land,Cars (by size),Average car,,Unknown,km,N2O,0.00096,
Scope 3,Business travel- land,Cars (by size),Average car,,Unknown,miles,All Gases (CO2e),0.299901254,
Scope 3,Business travel- land,Cars (by size),Average car,,Unknown,miles,CH4,0.000160934,
Scope 3,Business travel- land,Cars (by size),Average car,,Unknown,miles,CO2,0.29819535,
Scope 3,Business travel- land,Cars (by size),Average car,,Unknown,miles,N2O,0.00154497,
Scope 3,Business travel- land,Motorbike,Small,,,km,All Gases (CO2e),0.08814,
Scope 3,Business travel- land,Motorbike,Small,,,km,CH4,0.00279,
Scope 3,Business travel- land,Motorbike,Small,,,km,CO2,0.08499,
Scope 3,Business travel- land,Motorbike,Small,,,km,N2O,0.00036,
Scope 3,Business travel- land,Motorbike,Small,,,miles,All Gases (CO2e),0.14184758,
Scope 3,Business travel- land,Motorbike,Small,,,miles,CH4,0.00449007,
Scope 3,Business travel- land,Motorbike,Small,,,miles,CO2,0.136778147,
